S_No,S_Code
10055,HLIN
10056,DSAP
10057,BLCA
10058,KZJF
10059,BHBT
10060,KGFE
10061,TKDC
10062,SGWF
10063,ASNE
10064,EOC
10065,GYJ
10066,AJJN
10067,KMLP
10068,KZJE
10069,KMPT
10070,NPTY
10071,RRNH
10072,STDB
10073,JSPR
10074,MLYC
10076,CLMD
10077,KTKU
10078,ERSD
10079,ERSC
10080,XX-BOND
10081,RVSN
10082,BBSN
10083,LRJC
10085,INCI
10086,CPHT
10089,APRD
10090,MYKR
10091,SVDK
10092,BANR
10095,BRHD
10096,JTT
10100,JUBS
10101,PATR
10102,BPGR
10103,PPTA
10104,DMWP
10105,GNJP
10106,BSMH
10107,MYPR
10108,MTDI
10109,KTKS
10110,BHMA
10111,KRMP
10113,VNGL
10114,MONR
10115,LDVD
10116,NMKL
10117,KLGN
10118,PCTM
10119,RASP
10120,MALR
10122,GMMG
10123,GMDP
10124,BUGM
10125,KMNN
10126,SMRL
10127,LLKN
10128,REPI
10129,SUK
10130,BRRI
10131,UDPR
10132,TKMG
10134,MILE
10135,UJNC
10136,GRFB
10137,KTSC
10138,KCCN
10139,BRGY
10141,GNCN
10142,GWCN
10143,GCCN
10144,MRDA
10145,KQRT
10146,MCSK
10147,NWSI
10148,NNWH
10149,RGBD
10150,BAHL
10151,HRSB
10152,CRWL
10153,REMA
10154,DNWR
10155,JPTR
10156,KWAR
10157,JASH
10158,JAUA
10159,DUTR
10160,RHBH
10161,JLF
10162,JLWC
10163,JNNA
10164,NAND
10165,MLYG
10168,KOX
10169,NLKT
10171,NAGC
10172,VHCH
10173,HBQ
10174,KGVE
10175,UDLE
10176,JRTR
10178,DSBC
10179,GQLN
10180,BRGZ
10182,BEHJ
10183,GZKA
10184,JREA
10185,AMRI
10186,LATI
10187,PRBR
10191,HHP
10192,PSPH
10193,COAC
10198,NON
10199,GAHT
10200,BRIH
10201,BMHT
10204,CTMP
10206,PTKC
10208,MHSA
10212,KPAW
10216,JUCT
10217,SUBL
10218,BYPA
10219,CDBH
10220,PASR
10221,PJPR
10225,AMQX
10226,BYPY
10229,GWH
10232,CMGR
10233,SHYP
10234,KNVH
10236,SMDC
10237,THED
10238,KZPE
10239,KGVL
10240,HMB
10241,KLKH
10242,QGT
10243,AVC
10244,PLHL
10245,PLVR
10246,MSHM
10247,JDNM
10248,KYSB
10249,GUSB
10250,PNSR
10251,ENBG
10252,JSRY
10253,SQZ
10254,TKEC
10255,PYLA
10256,RYM
10257,BBSL
10258,JSPN
10259,BSCP
10260,KRMB
10261,UDLW
10262,KQLS
10263,BLYC
10264,HJN
10265,BBRM
10266,EC28
10267,AHMP
10268,KCYN
10269,GIBP
10270,RIKD
10271,KAPP
10272,KMGH
10273,SPRN
10274,MGPI
10275,GKPE
10276,XSK
10277,SMYD
10278,KRPC
10281,JBCN
10282,EC31
10283,EC32
10284,POE
10285,KAMA
10286,KTLO
10287,PSS
10288,JSGR
10289,SLRA
10290,KNKP
10291,JUYA
10292,JNRI
10295,BGDI
10296,KRPB
10297,JNUK
10298,BSBY
10300,LRNC
10302,JNDO
10303,PFMJ
10304,NMUE
10305,BTIB
10306,RSC
10307,BHCH
10308,MSBR
10309,KWBR
10310,PFMA
10311,BECN
10313,GVP
10314,STRM
10315,DUP
10316,LCN
10317,PFMB
10318,MTIP
10319,KLAT
10320,HKNT
10321,CHNH
10322,SPBK
10323,SUMA
10324,JTSR
10325,PLVI
10326,DIE
10327,NVP
10328,RYL
10329,KLKD
10330,RAKD
10331,BARS
10332,AEE
10333,NHYD
10334,NHS
10335,MRPM
10336,MALX
10337,SKHR
10346,MILA
10347,SZNR
10348,VBH
10349,BLRI
10350,BSRA
10351,DHBI
10352,RJJN
10353,VPDA
10354,VBU
10355,DLTR
10356,HTR
10357,SNDP
10358,RTWS
10359,NRSD
10360,SPVM
10361,KJGY
10365,NGNC
10366,MIX
10367,SHHT
10369,PCG
10371,SANH
10372,BRKD
10373,BIGH
10382,DTT
10383,TUHD
10392,PKRH
10393,SLHI
10394,APRH
10397,BHTH
10406,TLB
10407,RJLA
10409,PPDI
10410,BELT
10411,JDPT
10412,ISD
10413,MMRB
10414,KNAG
10415,HLKH
10416,NGNH
10417,HMBD
10420,NIMG
10421,AKVU
10422,NGMN
10423,AVH
10424,BRPS
10426,NRPD
10427,KOPA
10428,SGUD
10429,SGUG
10430,PRGN
10431,VGRA
10432,PKJN
10433,NKU
10434,XX-INDI
10435,BTCN
10436,DKGS
10437,JNRD
10438,ECR
10439,HOLE
10440,HPHI
10441,BEHI
10442,TLGI
10443,MPRA
10444,RTRA
10445,BEN
10446,NKG
10447,KNDV
10448,TYTP
10449,HIRA
10450,HUT
10451,GMTO
10452,NHLN
10453,TPWF
10454,NFR
10455,BGB
10456,NDPL
10457,SATV
10458,MKAK
10459,NER
10460,MAMK
10461,BMKT
10462,BBDA
10463,CNTL
10464,TOWN
10465,CST
10466,SHIU
10467,XX-GANJ
10468,Halt
10469,AM
10470,ER
10471,Old
10472,BQ
10473,BSPQ
10474,BRPD
10475,SHKP
10476,BRMS
10477,KURV
10478,ARVD
10479,SKIP
10480,BRMA
10481,CR
10483,YD
10484,SCR
10486,CNDN
10487,IPT
10488,CY
10489,KHOR
10490,USKA
10491,SNTR
10492,ROAD
10493,MYGD
10494,BPV
10495,MLBZ
10496,JYK
10497,CIKA
10498,VAH
10499,NOLB
10500,MNDP
10501,NFKB
10502,CCLW
10503,BSCN
10504,JCO
10505,TMZJ
10506,CPY
10507,will
10508,NHLP
10509,RHY
10510,Wed
10512,Fri
10513,K
10514,SGH
10515,A
10516,RAJA
10517,AGRA
10518,CITY
10519,T
10520,BFRL
10521,HOSA
10522,TUTI
10523,B
10524,ARNI
10525,SREE
10526,CHIK
10527,PALA
10528,RAE
10529,GOBA
10530,RHRA
10531,KILA
10532,LINK
10533,Tawi
10534,OBRA
10535,CHAK
10536,MURA
10537,ULNA
10538,PNL
10539,NLFG
10540,NKMG
10541,HCAB
10542,DCAB
10543,GTPL
10544,LMGF
10545,GVDP
10546,CCAB
10547,GCAB
10548,ASSH
10549,RMPD
10550,MLHP
10551,DTPH
10552,ADIJ
10553,HPLB
10554,GOG
10555,AJUG
10556,JERD
10557,LNKC
10558,NGPB
10559,ITRN
10560,MAHD
10561,MDY
10562,BKAC
10563,X
10564,BVDT
10565,BTDF
10566,SNPN
10567,BMVR
10568,DHAM
10569,VRLF
10570,JUNG
10571,RGJN
10572,YY-DKJB
10573,mfks
10574,DOG
10575,KRGN
10576,NABN
10577,Duar
10578,CIF
10579,CAPA
10580,MIKD
10581,HNF
10582,GVPR
10583,KA
10584,DHOA
10585,SEWG
10586,DAKA
10587,BMV
10588,NE
10589,Shri
10590,AGLT
10591,JRKE
10592,HSNL
10593,FNHL
10594,RNMD
10595,ADRL
10596,KTRI
10597,YADA
10598,BOYA
10599,CBS
10600,MRGF
10601,MKHS
10602,CKHT
10603,AERH
10604,SAHT
10605,GSK
10606,SBPS
10607,SVPH
10608,BRBH
10609,HBSH
10610,JKMH
10611,NGIM
10612,NHLG
10613,GHAA
10614,HZBN
10615,KSNA
10616,KKAS
10617,KAUA
10618,PADH
10619,UWAN
10620,BRHI
10621,PDMA
10622,KAGA
10623,VMC
10624,DDBC
10625,UDMR
10626,NCBD
10627,TNGN
10628,NSBG
10629,RMAR
10630,NHGJ
10631,NBJU
10632,HRNS
10633,GDS
10634,AMJ
10635,PADL
10636,DIWR
10637,IPRA
10638,JGLP
10639,CHRK
10640,TMPT
10641,KTRK
10642,HPTD
10643,UBLS
10644,KURT
10645,BYZA
10646,LNMA
10647,SLNG
10648,LUBA
10649,RUKH
10650,CNDI
10651,BADH
10652,NRSI
10653,INDRG
10654,GSY
10655,RLJC
10656,DBLG
10657,BKCA
10658,PAIL
10659,CPPR
10660,KANL
10661,YJUD
10662,RSKA
10663,SBRM
10664,SKKE
10665,BLGH
10666,BHRM
10667,UDPU
10668,STRB
10669,JRJE
10670,BENA
10671,JIBI
10672,MUBR
10673,HRTKI
10674,KWNPI
10675,MLKNG
10676,SRANG
10677,KRDS
10678,GOGT
10679,IMPAL
10680,PHYNG
10681,TUPUL
10682,DLKAL
10683,NONEY
10684,MKMNP
10685,HILI
10686,RNGPO
10687,MELI
10688,TSTAB
10689,RAING
10690,GELKL
10691,DSPR
10692,SKHV
10693,MLVOM
10694,KIBNG
10695,PHRMA
10696,ZUBZA
10697,THZMA
10698,BNHAT
10699,KMDH
10700,BWND
10701,RPMY
10702,NFKS
10703,NFKN
10704,BRJYR
10705,BRPEY
10706,PRBTR
10707,SBID
10708,DDAC
10709,SNG
10710,PRDT
10711,JMDG
10712,NOSM
10713,SJMA
10714,KLKA
10715,BGNP
10716,SWLN
10717,PLLD
10718,TGLN
10719,PBC
10720,BEED
10721,CP
10722,NDIGM
10723,PSGHT
10724,KMBRN
10725,BELG
10726,BESB
10727,BSLX
10728,BSGS
10729,BRTGI
10730,AIAP
10731,JKDA
10732,KPHH
10733,NDON
10734,VVG
10735,DANE
10736,ITHAR
10737,WDC
10738,WDY
10739,BLE
10740,HWHS
10741,SUPP
10742,CLWS
10743,BESC
10744,CNGP
10745,HDCL
10746,LKOY
10747,BLGJ
10748,AMV
10749,DJSLS
10750,TSG
10751,OKAC
10752,JMSY
10753,BDYD
10754,BSPC
10755,SGBB
10756,CTCS
10757,BGAA
10758,ICDA
10759,AMLX
10760,AQX
10761,DPCB
10762,SGUR
10763,SONU
10764,X108
10765,PIVV
10766,NJPN
10767,MTUJ
10768,UBCN
10769,VZP
10770,WAT
10771,KNKD
10772,KTTY
10773,IGPX
10774,DDYX
10775,MDPT
10776,CCSJ
10777,LLHW
10778,ESDS
10779,VRJN
10780,NGPM
10781,KAPT
10782,RAPR
10783,VC
10784,MASS
10785,ANNG
10786,PADI
10787,DHAR
10788,PTC
10789,TQB
10790,DFSD
10791,DBTK
10792,DUGD
10793,MAPA
10794,JPTN
10795,RRPM
10796,MACU
10797,PHVP
10798,CNP
10799,XX-TNAB
10800,XX-TNAC
10801,DBSC
10802,YY-BINP
10803,XX-BECD
10804,YY-WADB
10805,BDA
10806,XX-POKC
10807,YY-POKB
10808,YY-MLYB
10809,HSRB
10810,XX-HSRC
10811,XX-BECE
10812,PRTR
10813,NPDC
10814,XX-KJMB
10815,XX-BSBC
10816,YY-BSPB
10817,XX-BSPY
10818,XX-CPHC
10819,YY-CPHB
10820,XX-CPHO
10821,MGSO
10822,YY-BJUC
10823,XX-ADRC
10824,ULTL
10825,XX-MRGC
10826,XX-BKNC
10827,XX-PKUC
10828,YY-BXLC
10829,YY-BXLB
10830,AVCD
10831,XX-BDBY
10832,YY-NAVO
10833,XX-LRJB
10834,XX-SBPB
10835,XX-SLRO
10836,XX-MZHO
10837,KIRO
10838,XX-BDXO
10839,XX-CLDO
10840,KPPS
10841,NKKH
10842,KGPW
10843,KRDN
10844,SSDT
10845,DMSR
10846,FAB
10847,MAKP
10848,BDRI
10849,XX-KSXB
10850,BASR
10851,HAB
10852,JTKN
10853,MGKP
10854,JATP
10855,BBNB
10856,XX-YPRB
10857,YPRA
10858,YY-MEJC
10859,XX-MEJB
10860,BDYX
10861,XX-RUXB
10862,XX-RUXC
10863,YY-BGKO
10864,XX-BGKB
10865,XX-RKSB
10866,YY-RKSO
10867,YY-RKSC
10868,XX-KANC
10869,YY-KRLC
10870,YY-KRLB
10871,XX-NGTB
10872,XX-PLCB
10873,YY-PLCC
10874,MDGB
10875,DGBC
10876,XX-DMGC
10877,XX-MFPO
10878,XX-NCJC
10879,XX-NCJB
10880,TRNL
10881,XX-TNGC
10882,YY-TNBP
10883,XX-NAVC
10884,YY-BAYB
10885,BYC
10886,YY-HPTA
10887,XX-HPTB
10888,AMIY
10889,STCB
10890,AMIC
10891,SNPD
10892,XX-AMIB
10893,XX-AMIO
10894,XX-RMAO
10895,XX-MAQB
10896,XX-TOKB
10897,XX-PADB
10898,BVBC
10899,BVAC
10900,XX-SLOB
10901,XX-SLOC
10902,YY-DKJC
10903,KNCN
10904,KSCN
10905,XX-JSGB
10906,XX-BDCB
10907,XX-BDCC
10908,DSNJ
10909,JRP
10910,CO
10911,B-MMPR
10912,MSG
10913,ADG
10914,HS
10915,PDB
10916,MIP
10917,BYM
10918,PEY
10919,MZRA
10920,GFB
10921,MODI
10922,CMO
10923,GAK
10924,BOO
10925,BRBE
10926,SNG
10927,DIS
10928,LMR
10929,ULP
10930,SOV
10931,TAGL
10932,BBE
10933,BBW
10934,SMA
10935,JOI
10936,MHRA
10937,MRZP
10938,MOCK
10939,JYR
10940,TGI
10941,DABB
10942,DRM
10943,AKA
10944,GGX
10945,PHLG
10946,AJWA
10947,MVLI
10948,XX-TOKC
10949,MLTJ
10950,ARPR
10951,POD
10952,SAMN
10953,TCA
10954,AER
10955,MGND
10956,XX-MJRB
10957,XX-MJRO
10958,JUNC
10959,ETYD
10960,LCAB
10961,SNEC
10962,XX-GOCB
10963,XX-GTLB
10964,XX-GTLC
10965,XX-CHTB
10966,XX-PPTO
10967,YY-KDPN
10968,XX-KDPC
10969,XX-WKRB
10970,WKAC
10971,NAR
10972,DU
10973,XX-NFKB
10974,XX-BKNO
10975,GUDM
10976,YY-IDHW
10977,YY-NTSS
10978,NSLNG
10979,PBF
10980,CDC
10981,GPF
10982,PLX
10983,DNY
10984,CHIL
10985,ERM
10986,JSE
10987,XX-ANK
10988,XX-ANKX
10989,PA-DLS
10990,YY-GIT
10991,XX-GIT
10992,CWJ
10993,YY-MMRX
10994,NKMS
10995,PCLS
10996,DLWS
10997,HESG
10998,BHEG
10999,SIH
11000,AJG
11001,SARR
11002,NGJN
11003,UMROI
11004,UMAR
11005,UMPLG
11006,MHBA
11007,CAPG
11008,NYRH
11009,JDGP
11010,NCBD2
11011,BCL
11012,PHOP
11013,SBDP
11014,CTG
11015,PBT
11016,BR-LMH
11017,DGP
11018,KCQ
11019,CLH
11020,BQX
11021,RJHI
11022,AUP
11023,STU
11024,KLN
11025,DACT
11026,NGJ
11027,DA
11028,FDP
11029,CTB
11030,PCGH
11031,SYT
11032,KRF
11033,FNI
11034,LKM
11035,BCI
11036,JLX
11037,GRPM
11038,MYN
11039,KNA
11040,VRLI
11041,LATU
11042,SSJ
11043,SJR
11044,SRG
11045,0PM-L
11046,0PP-B
11047,0PG-D
11048,IBBP
11049,RDBP
11050,RB
11051,GL
11052,BYTG
11053,KLHI
11054,PCJ
11055,BHBD
11056,CDR
11057,DWB
11058,RNP
11059,NKA
11060,DDELS
11061,DD-ELS
11062,KGBC
11063,YY-ISDE
11064,YY-ISDW
11065,PABNA
11066,ISDB
11067,CGJ
11068,THRD
11069,TTA
11070,RAMA
11071,KRM
11072,NTE
11073,BGC
11074,BNPR2
11075,FJT
11076,DHZ
11077,SLHR
11078,NZA
11079,FTWD
11080,CML
11081,PHT
11082,CTGU
11083,SJYB
11084,NRC
11085,BHRA
11086,KFJ
11087,JJL
11088,SZG
11089,AUA
11090,MGJN
11091,NRQ
11092,CNBJ
11093,AZPR
11094,YY-AKAB
11095,SDP
11096,BARP
11097,HL
11098,KST
11099,ATI
11100,JY
11101,DOM
11102,NPA
11103,GBH
11104,TKND
11105,IOJ
11106,QSBA
11107,CMH
11108,MZD
11109,GBL
11110,CRST
11111,HLR
11112,SRKA
11113,SRV
11114,BNDX
11115,SLTG
11116,PRMK
11117,MPTC
11118,SJY
11119,TMI
11120,BLG
11121,KPRA
11122,RPSC
11123,SGN
11124,KSNI
11125,BHNGA
11126,NZAG
11127,NBN
11128,JCG
11129,PIX
11130,SSI
11131,GFN
11132,NOP
11133,MNT
11134,MIZ
11135,FGG
11136,0PH-C
11137,YLSC
11138,BKX
11139,ACP
11140,JMJ
11141,PLB
11142,CHGM
11143,JFR
11144,PIB
11145,BGZA
11146,DGPR
11147,BBP
11148,BR-GPLJ
11149,NARIL
11150,AZGR
11151,MI
11152,YSP
11153,NGQ
11154,MGA
11155,BKTA
11156,AHG
11157,SHGA
11158,RGR
11159,HLHT
11160,STUG
11161,VVP
11162,BFC
11163,NPC
11164,DWN
11165,KHRN
11166,TRBI
11167,MRJGJ
11168,KBDM
11169,BYI
11170,UMA
11171,BKND
11172,STK
11173,MIS
11174,BYA
11175,BTKA
11176,NZPC
11177,KLDH
11178,FJP
11179,MFG
11180,CNKA
11181,MSTN
11182,NOT
11183,NKT
11184,HAX
11185,GBI
11186,SRS
11187,IBRI
11188,MNBG
11189,SDNI
11190,SHDL
11191,RPU
11192,SDRP
11193,MAMT
11194,LMI
11195,ASWR
11196,SNJ
11197,MRSI
11198,MCR
11199,HPX
11200,QSN
11201,SAPR
11202,TLB
11203,IKA
11204,SHB
11205,SQG
11206,CHX
11207,LSP
11208,SJX
11209,RSU
11210,STO
11211,BXX
11212,MFU
11213,TIN
11214,LNG
11215,JURI
11216,DKG
11217,KTTI
11218,BXH
11219,SBX
11220,MURL
11221,MBJ
11222,CKPN
11223,BCV
11224,BTPK
11225,KZG
11226,SATP
11227,AZD
11228,PBY
11229,AKH
11230,NCHT
11231,GHP
11232,GHF
11233,JYD
11234,AMRG
11235,KQC
11236,HTGA
11237,MEY
11238,SRNI
11239,DLY
11240,ASZ
11241,TSHR
11242,PGH
11243,BHAT
11244,BNNI
11245,TJN
11246,GNDR
11247,CAH
11248,FLA
11249,PGM
11250,BRX
11251,BKQ
11252,HBA
11253,SBNR
11254,BMS
11255,KKC
11256,AMU
11257,NMHT
11258,TSB
11259,ALNG
11260,MHZ
11261,MRBG
11262,SPM
11263,AWGJ
11264,BDG
11265,KVI
11266,MMQ
11267,CN
11268,KWG
11269,XX-KLVC
11270,DSNH
11271,SDX
11272,KCPR
11273,SXY
11274,ABC
11275,MBRG
11276,BBZR
11277,MEN
11278,JSC
11279,RDA
11280,CGT
11281,NAP
11282,BEZ
11283,PLZ
11284,DT
11285,DTZ
11286,KLNJ
11287,GHK
11293,WEH
11294,ADHM
11296,DNNR
11298,JG
11299,KSTC
11300,CKF
11301,CCY
11302,KHK
11303,MCP
11304,PAG
11305,BGI
11306,SJE
11307,RMDA
11308,BHPR
11309,MDKJ
11310,GRKL
11311,BOMR
11312,SATR
11313,BYSR
11314,SHRL
11315,LTNR
11316,KKHT
11317,STY
11318,CBNR
11319,RJHC
11320,RJHT
11321,HRY
11322,BPI
11323,SDRD
11324,NDGC
11325,ARZ
11326,LMX
11327,GBC
11328,NHL
11329,NIPR
11333,BJHR
11334,MGU
11335,MLF
11336,STGJ
11337,SLNS
11338,BFA
11339,SIS
11340,AKNG
11341,RUH
11342,QST
11343,NYB
11344,ADM
11345,NTP
11346,AFNR
11347,TOA
11348,KFO
11349,PCPM
11350,SUO
11351,SADC
11352,VPA
11353,STX
11354,MMJ
11355,SLMR
11356,BKW
11357,KPLA
11358,KMW
11359,NLG
11360,CON
11361,PRC
11362,ADU
11363,HNJ
11364,SYB
11365,RHT
11366,THT
11367,PCPR
11368,WLI
11369,BALB
11370,IPB
11371,MUHG
11372,MLDB
11373,DRT
11374,JLC
11375,KNK
11376,BAUS
11377,JFS
11378,BGQ
11379,BURP
11380,HMNR
11381,SHTL
11382,AMRT
11383,MYNR
11384,BBX
11385,BYJ
11386,NTBR
11387,MUNR
11388,PYP
11389,NNI
11390,NND
11391,CXBZR
11392,RAMU
11393,JLTA
11394,CTGP
11395,JNHT
11396,GMDI
11397,BNGR
11398,PTW
11399,DLGT
11400,KNMN
11401,CKSL
11402,KNNR
11403,KNHT
11404,HSH
11405,KRNA
11406,GUNDM
11407,JNI
11408,LAG
11409,SGK
11410,KGU
11411,FKK
11412,MNG
11413,SIKG
11414,JT
11415,KJD
11416,RHSF
11417,BVE
11418,RHS
11419,TM
11420,RMDS
11421,THIB
11422,OKB
11423,KG
11424,BARR
11425,CTE
11426,CTGC
11427,CDY
11428,JBAL
11429,HZI
11430,CMT
11431,SKHT
11432,KIX
11433,CRT
11434,MSD
11435,STI
11436,MDRD
11437,BQC
11438,HJJ
11439,WAK
11440,MEHP
11441,SHTR
11442,AKDI
11443,NLGM
11444,RAP
11445,BGPX
11446,IZP
11447,SPU
11448,SSK
11449,KWY
11450,MHY
11451,DHV
11452,ALNR
11453,AHDB
11454,FMN
11455,SUY
11456,KHIP
11457,BKNR
11458,AVY
11459,SBF
11460,NDC
11461,NPJ
11462,MLL
11463,KKPD
11464,CYT
11465,KJB
11466,BTPX
11467,SCD
11468,HLPM
11469,MNN
11470,GAC
11471,JSDP
11472,SXJ
11473,BSKA
11474,POW
11475,JSK
11476,HRP
11477,CLY
11478,NCT
11479,BNLA
11480,TKKN
11481,BRAT
11482,ATZ
11483,CIR
11484,DXJ
11485,SPAC
11486,SPBC
11487,KIL
11488,NXT
11489,SXM
11490,BPLR
11491,BJX
11492,MZDC
11493,HNY
11494,UMSG
11495,MTPS
11496,PSPM
11497,BPMS
11498,WGD
11499,KKSI
11500,CHRP
11501,SEMB
11502,MNMP
11503,AKQ
11504,TKDR
11505,TYD
11506,PRYR
11507,ABT
11508,PCD
11509,TXR
11510,KVPT
11511,KDR
11512,KSRD
11513,KHP
11514,HRJ
11515,KAMI
11516,TGJ
11517,BAHR
11518,OTH
11519,LLV
11520,TJA
11521,RMPA
11522,PLR
11523,COW
11524,SJK
11525,GDSN
11526,UGM
11527,SLYA
11528,TDRS
11529,MLA
11530,DIGI
11531,NMR
11532,CSL
11533,PGE
11534,MQH
11535,BLWL
11536,TDSR
11537,CHRW
11538,KKAR
11539,DAW
11540,YY-MTI
11541,XX-ETUE
11542,YY-ETUE
11543,YY-ETM
11544,YY-ETNC
11545,JYA
11546,KIKP
11547,KIRW
11548,VTAS
11549,BDSR
11550,KNWX
11551,LNLX
11552,PRLW
11553,MHG
11554,GBJ
11555,MEDAK
11556,XX-JTJB
11557,XX-JTJC
11558,KDAG
11559,KYND
11560,XX-BYPO
11561,PAGLA
11562,VNC
11563,VBC
11564,RPBC
11565,BMDR
11566,TRGHR
11567,SGSGM
11568,KARP
11569,DRNGR
11570,NHVSV
11571,RJNPD
11572,GAVAN
11573,KKBA
11574,KARJ
11575,KTOR
11576,BHAU
11577,PUB
11578,CHRGI
11579,KMIRD
11580,TNGUU
11581,KSANG
11582,HRGR
11583,KSS
11584,BITAN
11585,MESR
11586,DLPC
11587,TIHI
11588,SDWR
11589,NGNX
11590,KYTO
11591,MZNC
11592,SUNW
11593,SUNN
11594,MADU
11595,GIHT
11596,NKLE
11597,CHPG
11598,XX-BHBC
11599,XX-BHCC
11600,ETFC
11602,XX-MGSJB
11603,XX-MGSJC
11604,XX-UDNB
11605,XX-UDNC
11606,BYPW
11607,XX-TENB
11608,INTY
11609,KYNX
11610,CSTN
11611,KONC
11612,JTHT
11613,CCTA
11614,CSRR
11615,CBKB
11616,DSRP
11617,DEBS
11618,CRNM
11619,IGCS
11620,DCCS
11621,RTMC
11622,SDUL
11623,JYRMB
11624,KMPKR
11625,BRGNP
11626,XX-TENR
11627,XX-SFXO
11628,XX-PNEC
11629,XX-PNWC
11630,BTCC
11631,XX-BTIC
11632,XX-MTDB
11633,XX-MTDC
11634,ED-DLS
11635,ED-ELS
11636,XX-LGHC
11637,XX-LGHB
11638,YY-BATT
11639,SHBCR
11640,ZAJIRA
11641,MAOWA
11642,CIKR
11643,RTGR
11644,LLTG
11645,BJPD
11646,KENP
11647,MSGR
11648,KLGA
11649,NUAGN
11650,SIJU
11651,BORD
11652,NYGT
11653,XX-SOGB
11654,XX-SOGC
11655,HDIH
11656,JHBUA
11657,BLRMPR
11658,KSAG
11659,IDBR
11660,DPYG
11661,RPYG
11662,KNPG
11663,JNKPE
11664,BRTN
11666,DNSKD
11667,PR-VWGH
11668,PR-JLO
11669,PR-LHR
11670,PR-ZPT
11671,ATTB
11672,ERG
11673,COH
11674,PR-MPS
11675,PR-JMO
11676,PHO
11679,PR-JTD
11680,PR-DETHA
11681,PR-RSHDB
11682,PR-TDA
11683,PR-SULB
11684,PR-HDRBD
11685,XX-DDUG
11686,ACDA
11687,CBDBQ
11688,BR-MUGBR
11689,PR-KOT
11690,PR-MUGPL
11691,PR-KYC
11692,YY-BRPC
11694,XX-SHVP
11695,XX-KRTN
11696,XX-SRG
11697,XX-GCH
11698,XX-MKR
11699,PR-KOTRI
11700,PR-MTG
11701,PR-MURTZ
11702,PR-BKB
11703,PR-JGS
11704,PR-RAPAI
11705,JNQS
11706,PR-DABEJ
11707,PR-MENIK
11708,PR-BDLNA
11709,PR-BINQM
11710,PR-JUMAH
11711,SL-MDA
11712,SL-FOT
11713,SL-KPN
11714,SL-KLP
11715,SL-GLE
11716,SL-WDA
11717,SL-PGN
11718,SL-PGS
11719,SL-KKD
11720,SL-KTS
11721,SL-KTN
11722,SL-TRH
11723,SL-BSH
11724,SL-GNT
11725,SL-PGM
11726,SL-RCH
11727,SL-PIN
11728,SL-PND
11729,SL-SCR
11730,SL-BPT
11731,SL-WTE
11732,SL-DWL
11733,SL-MLV
11734,SL-RML
11735,SL-AGL
11736,SL-LNA
11737,SL-MRT
11738,SL-KOR
11739,SL-EYA
11740,SL-MGN
11741,SL-BRL
11742,SL-HML
11743,SL-ALT
11744,SL-BNT
11745,SL-IDA
11746,SL-MWA
11747,SL-KDA
11748,SL-AUH
11749,SL-PGD
11750,SL-PYA
11751,SL-BPA
11752,SL-AND
11753,SL-KGD
11754,SL-ABA
11755,SL-MPA
11756,SL-KWE
11757,SL-AKU
11758,SL-TWT
11759,SL-HKD
11760,SL-TNA
11761,SL-KMK
11762,SL-DNA
11763,SL-RTG
11764,PR-LRC
11765,PR-KOTPT
11766,PR-KANAK
11767,PR-JIABG
11768,PR-RAIWD
11769,PR-KOTRK
11770,PR-CHANG
11771,PR-PTO
11772,PR-SEJOW
11773,PR-HABIB
11774,PR-AKTAR
11775,PR-RKQ
11776,PR-KISAN
11777,PR-OKR
11778,PR-SAHIW
11779,PR-CCWAT
11780,PR-MINCH
11781,PR-MOSHI
11782,PR-RPNG
11783,PR-PEROW
11784,PR-KWL
11785,PR-JAHAN
11786,PR-PERZW
11787,PR-JMY
11788,PR-MEHA
11789,PR-KUZ
11790,PR-DYR
11791,PR-SHY
11792,PR-ROH
11793,PR-ADAWH
11794,PR-SAMAS
11795,PR-DWBS
11796,PR-KPR
11797,PR-SAHJA
11798,PR-RYK
11799,PR-ADASB
11800,PR-SDK
11801,PR-MCGOT
11802,PR-WLR
11803,PR-RTE
11804,PR-NMULT
11805,PR-MULTC
11806,NR-KHAJU
11807,NR-MAHIN
11808,NR-SAHIB
11809,NR-BAIDE
11810,NR-DERUI
11811,NR-BIJAL
11812,SL-MANAR
11813,SL-THAMR
11814,SL-DAG
11815,SL-KLA
11816,SL-WSL
11817,SL-HUN
11818,SL-EDM
11819,SL-RGM
11820,SL-HRP
11821,SL-WPA
11822,SL-BTU
11823,SL-BGH
11824,SL-GAN
11825,SL-YGD
11826,SL-GPH
11827,SL-DRL
11828,SL-BEM
11829,SL-MGG
11830,SL-HDP
11831,SL-VGD
11832,SL-WRW
11833,SL-KEN
11834,SL-PLL
11835,SL-GND
11836,SL-WRD
11837,SL-MIR
11838,SL-WWT
11839,SL-BTL
11840,SL-APS
11841,SL-YTG
11842,SL-BJM
11843,SL-ALW
11844,SL-WKA
11845,SL-PLG
11846,SL-PDA
11847,SL-MHO
11848,SL-GOA
11849,SL-JFN
11850,SL-KKM
11851,SL-PAL
11852,SL-EPN
11853,SL-KOC
11854,SL-PKM
11855,SL-MWH
11856,SL-GRB
11857,SL-TWG
11858,SL-PTA
11859,SL-NLY
11860,SL-KRN
11861,SL-MTG
11862,SL-WEL
11863,SL-GNW
11864,SL-YPP
11865,SL-NAG
11866,SL-TIM
11867,SL-PNL
11868,SL-TSM
11869,SL-YGM
11870,SL-RBK
11871,SL-KMA
